,0,1,2,3
0,7.9829617,4.034171,9.002013,3.0049603
1,7.9829617,4.034171,9.002013,3.0049603
2,7.9829617,4.034171,9.002013,3.0049603
3,7.9829617,4.034171,9.002013,3.0049603
4,7.9829617,4.034171,9.002013,3.0049603
5,7.9829617,4.034171,9.002013,3.0049603
6,7.9829617,4.034171,9.002013,3.0049603
7,7.9829617,4.034171,9.002013,3.0049603
8,7.9829617,4.034171,9.002013,3.0049603
9,7.9829617,4.034171,9.002013,3.0049603
10,7.9829617,4.034171,9.002013,3.0049603
11,7.9829617,4.034171,9.002013,3.0049603
12,7.9829617,4.034171,9.002013,3.0049603
13,7.9829617,4.034171,9.002013,3.0049603
14,7.9829617,4.034171,9.002013,3.0049603
15,7.9829617,4.034171,9.002013,3.0049603
16,7.9829617,4.034171,9.002013,3.0049603
17,7.9829617,4.034171,9.002013,3.0049603
18,7.9829617,4.034171,9.002013,3.0049603
19,7.9829617,4.034171,9.002013,3.0049603
20,7.9829617,4.034171,9.002013,3.0049603
21,7.9829617,4.034171,9.002013,3.0049603
22,7.9829617,4.034171,9.002013,3.0049603
23,7.9829617,4.034171,9.002013,3.0049603
24,7.9829617,4.034171,9.002013,3.0049603
25,7.9829617,4.034171,9.002013,3.0049603
26,7.9829617,4.034171,9.002013,3.0049603
27,7.9829617,4.034171,9.002013,3.0049603
28,7.9829617,4.034171,9.002013,3.0049603
29,7.9829617,4.034171,9.002013,3.0049603
30,7.9829617,4.034171,9.002013,3.0049603
31,7.9829617,4.034171,9.002013,3.0049603
32,7.9829617,4.034171,9.002013,3.0049603
33,7.9829617,4.034171,9.002013,3.0049603
34,7.9829617,4.034171,9.002013,3.0049603
35,7.9829617,4.034171,9.002013,3.0049603
36,7.9829617,4.034171,9.002013,3.0049603
37,7.9829617,4.034171,9.002013,3.0049603
38,7.9829617,4.034171,9.002013,3.0049603
39,7.9829617,4.034171,9.002013,3.0049603
40,7.9829617,4.034171,9.002013,3.0049603
41,7.9829617,4.034171,9.002013,3.0049603
42,7.9829617,4.034171,9.002013,3.0049603
43,7.9829617,4.034171,9.002013,3.0049603
44,7.9829617,4.034171,9.002013,3.0049603
45,7.9829617,4.034171,9.002013,3.0049603
46,7.9829617,4.034171,9.002013,3.0049603
47,7.9829617,4.034171,9.002013,3.0049603
48,7.9829617,4.034171,9.002013,3.0049603
49,7.9829617,4.034171,9.002013,3.0049603
50,7.9829617,4.034171,9.002013,3.0049603
51,7.9829617,4.034171,9.002013,3.0049603
52,7.9829617,4.034171,9.002013,3.0049603
53,7.9829617,4.034171,9.002013,3.0049603
54,7.9829617,4.034171,9.002013,3.0049603
55,7.9829617,4.034171,9.002013,3.0049603
56,7.9829617,4.034171,9.002013,3.0049603
57,7.9829617,4.034171,9.002013,3.0049603
58,7.9829617,4.034171,9.002013,3.0049603
59,7.9829617,4.034171,9.002013,3.0049603
60,7.9829617,4.034171,9.002013,3.0049603
61,7.9829617,4.034171,9.002013,3.0049603
62,7.9829617,4.034171,9.002013,3.0049603
63,7.9829617,4.034171,9.002013,3.0049603
64,7.9829617,4.034171,9.002013,3.0049603
65,7.9829617,4.034171,9.002013,3.0049603
66,7.9829617,4.034171,9.002013,3.0049603
67,7.9829617,4.034171,9.002013,3.0049603
68,7.9829617,4.034171,9.002013,3.0049603
69,7.9829617,4.034171,9.002013,3.0049603
70,7.9829617,4.034171,9.002013,3.0049603
71,7.9829617,4.034171,9.002013,3.0049603
72,7.9829617,4.034171,9.002013,3.0049603
73,7.9829617,4.034171,9.002013,3.0049603
74,7.9829617,4.034171,9.002013,3.0049603
75,7.9829617,4.034171,9.002013,3.0049603
76,7.9829617,4.034171,9.002013,3.0049603
77,7.9829617,4.034171,9.002013,3.0049603
78,7.9829617,4.034171,9.002013,3.0049603
79,7.9829617,4.034171,9.002013,3.0049603
