id,hhb,hbo2,ca,na
10000,6.8808317,3.4784663,8.58228,2.9349148
10001,6.884549,3.5130525,7.43827,2.3671975
10002,8.178797,3.5741065,7.8990064,2.8503547
10003,6.926495,3.566004,9.0449705,2.8805702
10004,6.3935103,3.502344,8.036456,3.330154
10005,6.994041,3.5113468,8.395365,2.4376583
10006,6.612511,3.3808448,8.044175,2.3328085
10007,8.252796,4.0356665,8.566264,2.6095536
10008,6.416586,3.5123057,7.204462,2.654849
10009,7.3009844,3.627334,7.4050612,2.418925
10010,5.9935484,2.871233,8.264492,3.0994556
10011,6.257641,3.2580645,5.0186133,3.1451468
10012,7.0571036,3.6050436,7.33401,2.4302187
10013,7.223424,3.5332363,7.5964284,2.378212
10014,7.706296,3.6683674,6.8797655,2.0471187
10015,6.669123,3.3998704,7.1009173,3.0474398
10016,7.4452085,3.47176,7.933112,2.76131
10017,7.5458813,3.5503983,7.9763503,2.1203008
10018,6.844754,3.4516835,7.725189,2.3608074
10019,6.878065,3.5541244,7.499649,1.9691346
10020,7.476302,3.4826784,7.566081,2.7364964
10021,8.436688,3.8058171,8.798212,2.3668098
10022,7.4243073,3.6149383,7.708321,2.5328288
10023,7.239439,3.5901837,7.4074073,2.3597
10024,7.1480646,3.585331,8.080552,2.752021
10025,7.564436,3.3656566,7.04242,3.08134
10026,7.6190896,3.2582626,7.0478354,2.4087791
10027,8.730532,3.9176056,9.229581,3.238829
10028,6.6081495,3.5418625,8.074772,2.8243284
10029,6.63653,3.1887183,7.2100024,3.3832242
10030,7.5139723,3.5450432,7.8321695,3.0098393
10031,7.4115357,3.311235,7.75191,3.1366873
10032,7.314998,3.3544557,7.4277678,2.9527047
10033,7.1126575,3.7065337,8.208662,2.6610801
10034,7.5483046,3.6677806,8.867517,3.1386807
10035,5.1752715,3.2050493,6.720635,2.3000925
10036,7.2657824,3.4447687,7.15355,3.3230798
10037,6.8101716,3.6167557,7.3089533,2.2604215
10038,7.2264247,3.5299344,7.2731004,2.904605
10039,6.8952665,3.4825814,8.418274,3.0921378
10040,6.4493833,3.3722115,7.659862,2.8718019
10041,6.8106966,3.5251772,8.159693,3.1022036
10042,7.075341,3.6054208,7.9553475,2.3503852
10043,7.674377,3.5689862,8.0866585,2.9219682
10044,6.7364926,3.752058,8.762458,2.7364814
10045,6.9630637,3.520193,8.863024,2.8603716
10046,5.701331,3.5258973,8.584484,2.9233813
10047,6.5154886,3.3831847,8.742532,2.8046956
10048,7.0000515,3.2151587,8.640261,2.6697605
10049,7.409132,3.5792465,8.17823,2.7341955
10050,6.176851,3.393762,7.787454,1.8965355
10051,6.923889,3.5095484,7.4375916,2.3934698
10052,8.224014,3.6799355,8.242061,2.8446941
10053,6.532312,3.643617,8.571528,2.3653965
10054,6.9850965,3.73507,7.896337,2.6259341
10055,5.4246535,3.342937,7.977569,3.4897742
10056,8.994731,4.402221,9.108019,2.6429849
10057,7.5526047,3.5594242,8.051685,2.3558512
10058,7.5454407,3.6004686,8.555896,2.9566994
10059,7.177035,3.2285051,7.1549306,3.6537817
10060,7.5890346,3.3837368,7.823345,3.0687041
10061,6.258468,3.5138717,7.3246455,1.7392195
10062,7.1841025,3.4469566,7.22682,3.1738157
10063,8.822028,3.7985334,7.9162154,2.9219396
10064,7.3045664,3.603739,7.3718667,2.9944184
10065,7.0706882,3.6186929,7.778031,2.5515726
10066,6.663169,3.736461,7.671417,2.6063993
10067,8.284728,3.4463305,6.437722,2.4900014
10068,8.39969,3.6069813,9.045357,2.75471
10069,7.2686462,3.6581252,7.81975,2.506952
10070,6.403588,3.5698662,7.756215,2.678499
10071,4.7448444,3.572367,8.82273,3.548284
10072,6.200398,3.2609317,9.376894,3.0700123
10073,7.4770603,3.5747068,7.950333,2.866678
10074,7.9516068,3.5298064,8.545245,3.3121386
10075,8.365238,3.770931,9.447782,1.9134396
10076,7.1667976,3.5648313,9.520321,1.9450076
10077,7.177873,3.6117644,8.66463,2.1772761
10078,7.2275705,3.4841082,7.4678507,3.335127
10079,5.8630652,3.416003,8.597041,2.2570553
10080,6.9436793,3.5287898,8.010588,2.5693812
10081,6.177895,3.4509332,7.27735,2.0554178
10082,6.761038,3.6213655,8.1978245,2.9031053
10083,6.3135176,3.4284208,8.806831,2.0278983
10084,6.3676577,3.3434043,7.164693,3.5368807
10085,7.7099113,3.5669196,6.2795534,3.962602
10086,8.40507,3.3284373,7.076571,2.6615303
10087,7.93594,3.6547556,6.4227343,3.1542125
10088,6.906623,3.537028,7.884451,2.9621985
10089,6.9700384,3.4845643,7.397321,2.3218026
10090,7.389156,3.5970616,7.578065,2.5073957
10091,3.2385316,3.0639,7.269148,2.1798964
10092,4.11145,2.884731,8.417654,1.0978956
10093,4.6474605,3.245374,6.4475403,1.6059129
10094,5.527463,3.3339663,6.4352674,1.973744
10095,7.0071445,3.342008,8.072542,2.3579888
10096,5.3246255,3.332229,8.719314,2.5430844
10097,6.806838,3.523539,7.578708,3.3155427
10098,9.846406,3.6814632,8.812356,2.6724222
10099,7.783639,3.5602806,8.286582,2.678441
10100,6.324274,3.584919,7.499487,2.905149
10101,5.9451833,3.555232,8.945532,2.3601332
10102,1.761217,2.7961347,7.2047915,2.2676299
10103,6.165984,3.5124204,8.2656555,2.6983423
10104,4.462099,3.1742141,6.56176,0.8225255
10105,7.7177877,3.5308697,7.686312,2.281794
10106,7.122931,3.6202154,9.693727,2.9689455
10107,6.561421,3.4150574,7.3402877,1.9990686
10108,7.31946,3.6168444,7.806976,2.7641706
10109,7.001301,3.689578,8.20707,2.9107814
10110,8.539871,3.8802652,9.460767,1.824126
10111,7.8681793,3.8012245,7.8476605,3.0830069
10112,8.428867,3.9028282,8.00727,3.0063279
10113,7.0067573,3.5745332,8.231291,2.6187932
10114,6.042222,3.3347847,7.060894,2.289562
10115,6.979211,3.5091772,6.9188924,2.7997053
10116,7.1125603,3.3520708,6.8356137,2.3278384
10117,6.1566505,3.5036852,8.592312,2.3783195
10118,7.2699537,3.5154357,7.106037,2.4837706
10119,7.7126436,3.4312043,7.7131677,2.9809792
10120,5.917253,3.3606446,8.822877,2.5297291
10121,6.6451983,3.4456296,8.523072,2.589498
