id,hhb,hbo2,ca,na
10000,7.239684,4.215652,9.128416,4.035246
10001,5.626992,3.9040127,7.5414457,2.4441228
10002,10.226747,4.7774515,10.452916,4.179146
10003,9.070059,4.318226,11.507572,3.465788
10004,7.9785705,3.2112343,8.262917,3.7317407
10005,8.585126,4.0625057,9.7639,2.501506
10006,6.2600703,3.3687913,9.388813,1.9390553
10007,9.522045,4.4073,10.948195,2.5476246
10008,6.7898417,4.3962092,8.700172,3.2353945
10009,9.590656,3.80254,8.006588,3.6357038
10010,8.14015,3.6900203,9.8299,3.69957
10011,8.103998,3.2139275,5.523139,3.7730546
10012,9.373117,3.7017326,8.203766,1.9951295
10013,6.9497833,3.9906304,9.271262,2.6551673
10014,9.267164,3.7808368,7.558564,1.984934
10015,6.026822,3.7403018,6.7138577,3.5206876
10016,9.7835455,3.3118796,10.414617,4.433462
10017,8.598212,4.0615025,9.307137,1.974341
10018,10.164678,4.2907953,7.7969794,3.3375192
10019,6.6372786,4.3031716,7.77248,0.69593924
10020,9.098771,3.3863728,8.335297,2.8921118
10021,11.353395,4.1671333,9.756423,2.1159482
10022,11.173666,4.453889,11.174876,3.207449
10023,6.269982,4.390933,9.161564,2.6691313
10024,7.798254,3.9852686,9.953912,2.7517602
10025,8.707872,3.9263892,8.080519,3.1930873
10026,8.546679,3.3485193,7.577191,3.6926606
10027,12.37668,4.227712,11.526339,4.609336
10028,2.8048024,3.261384,8.352198,1.8488437
10029,7.8825073,3.5256686,7.6105103,3.158138
10030,2.8192365,3.5027246,6.5473557,3.1393206
10031,8.134741,3.2596996,8.597877,4.0582542
10032,13.177314,4.4059086,10.901374,2.4739325
10033,7.790428,4.352066,9.206,2.343984
10034,10.707132,4.2162943,10.034617,3.707904
10035,6.334086,3.2599177,7.2780476,2.6126163
10036,8.033982,3.6929858,8.594763,3.8905475
10037,6.414248,4.3538604,7.0855823,2.421862
10038,8.802443,4.5174184,8.739267,2.6576576
10039,8.249878,3.0823586,9.540995,2.6024303
10040,3.7560744,3.886188,8.995418,2.7350812
10041,7.0519843,4.0067215,9.168071,3.8534553
10042,6.9597297,4.1825504,10.652024,2.39582
10043,10.432859,3.7772624,10.159068,3.7773433
10044,7.0730224,4.1630898,11.2402935,3.6471474
10045,8.595889,3.96274,11.039349,3.501311
10046,6.566723,3.7851546,10.511925,3.830664
10047,7.92393,3.855311,10.119939,2.633787
10048,6.802382,3.4142087,8.491484,2.6890402
10049,7.1805463,4.480898,9.449514,1.9186028
10050,7.2856746,4.1377277,10.551761,1.5407068
10051,9.535429,3.9895885,8.320358,2.7488077
10052,10.749799,4.546568,10.482348,2.9135222
10053,6.054259,3.936245,9.258851,2.7808864
10054,6.8121047,3.9949992,9.325506,3.6976347
10055,7.5523477,3.288236,9.3518915,4.107128
10056,10.707078,4.7275233,9.931602,4.3214846
10057,8.486101,4.2930603,9.093013,3.097267
10058,10.026632,3.7922764,10.091472,3.8746033
10059,7.4867563,4.22725,7.056181,4.9203687
10060,11.763035,3.3119366,6.773583,3.2551382
10061,5.8161798,4.1228433,7.5878987,0.9312296
10062,7.3957896,3.604763,6.8799696,3.4677305
10063,12.471132,3.9091146,8.1457615,4.4981284
10064,7.477708,3.7581682,9.088241,3.746864
10065,9.143863,4.1489983,9.754861,2.4719934
10066,8.661597,3.4523144,8.127439,3.3503034
10067,6.8862977,3.7187564,5.2443895,2.5205233
10068,8.760325,3.8139527,10.740325,2.4635677
10069,9.048664,4.694969,10.990874,2.4516723
10070,7.4467096,4.22311,9.747979,3.9287765
10071,1.0229442,3.8428547,8.876497,3.2917995
10072,8.2126045,4.1085463,11.593259,3.419151
10073,8.851005,4.0257215,8.54175,2.9860196
10074,6.1993823,3.7671726,8.69338,3.5606742
10075,8.227118,4.092146,11.528614,2.156273
10076,8.366786,3.9230635,9.510689,1.9991269
10077,8.344204,4.322263,11.049464,2.5236878
10078,10.399361,3.8459313,9.997132,3.7365055
10079,7.8767376,4.2416115,10.30154,3.4479003
10080,7.1272273,3.861489,9.114701,2.7052584
10081,8.910008,3.9651353,7.90937,1.8734201
10082,11.840409,4.379741,10.632277,3.2583702
10083,6.644732,3.2850552,8.603931,1.0140285
10084,6.6802864,4.0971584,8.224579,3.6481063
10085,10.650307,4.425872,4.774757,4.66539
10086,9.544956,4.1346607,9.736599,2.7754576
10087,10.120863,4.4278917,9.761102,3.5007014
10088,6.225292,3.2252445,7.66017,2.8296547
10089,9.651804,4.4593244,8.67596,1.6862494
10090,7.539283,3.6432886,8.98159,2.8867264
10091,3.3081114,3.6645236,7.6338425,1.9585098
10092,4.123438,3.8910103,9.189758,0.19177043
10093,4.5545487,4.366874,8.29546,1.2313967
10094,7.8464017,3.804006,6.704123,0.940848
10095,4.5614657,3.5703664,7.853207,1.7392468
10096,1.5231583,3.9607172,10.138064,1.4120178
10097,7.1855264,4.397692,8.718949,4.0793447
10098,10.688119,4.393463,11.438488,3.5015497
10099,9.014409,4.4199886,9.870505,3.612431
10100,7.04565,3.7570431,7.2897754,2.9529412
10101,4.4140034,4.2785406,10.32617,1.8399985
10102,2.1290622,3.2112215,8.905827,1.8869333
10103,6.7974873,3.7136152,10.706222,3.1603246
10104,3.4765136,3.6393316,7.802047,0.3538342
10105,10.119236,4.0507703,5.3696423,2.7462976
10106,10.943252,4.2969484,10.762625,3.7025104
10107,8.588803,3.6494534,8.382166,2.198184
10108,7.7019606,4.507437,8.403878,2.3054023
10109,9.040324,3.545131,8.744767,3.4127898
10110,8.796294,4.043276,11.586109,1.9014297
10111,9.332272,4.056182,7.6400337,3.4190023
10112,9.347546,4.9600234,9.579322,3.156434
10113,11.300243,4.351988,9.742671,2.9364414
10114,7.650675,3.8463387,7.9165673,2.4644494
10115,6.102448,3.376078,6.0119286,3.5850513
10116,8.277675,3.6469066,8.100293,3.020232
10117,7.130686,3.984351,8.698675,2.3284192
10118,9.527231,3.6198173,7.3501124,3.0257375
10119,9.398676,4.625521,9.148436,3.4773045
10120,6.812205,3.7414708,9.095896,3.7339542
10121,7.3558464,3.2942135,10.492988,3.658021
10122,7.574946,4.4941535,9.894671,2.742575
10123,2.1405892,3.7342873,7.481061,1.3214617
10124,7.5212708,3.7793844,8.554537,3.33849
10125,5.748074,3.772731,7.955293,4.3915763
10126,5.7079268,3.611188,5.4674363,2.6908262
10127,4.5108128,4.014166,9.501148,2.8426054
10128,8.387831,4.665759,10.170674,3.6125333
10129,6.913373,3.882839,10.299218,2.4111834
10130,6.3128996,3.792515,9.744634,3.2827337
10131,7.3689966,4.4019527,11.646789,1.7543923
10132,7.7209206,3.4895258,8.734685,2.5236018
10133,10.143944,4.6779675,8.265918,2.594982
10134,8.710617,3.9321349,6.8676543,3.0602164
10135,7.358852,3.7199638,7.5940633,3.1765041
10136,11.654927,4.528783,8.814492,2.371265
10137,7.9414372,4.162549,9.186833,1.3518026
10138,7.328455,3.704099,8.6733885,2.5641758
10139,8.721878,4.3919935,9.53735,1.454288
10140,6.499713,3.8650625,9.5194235,2.4203272
10141,4.328434,3.3588243,3.5243185,3.1261292
10142,7.653057,3.4471748,7.022139,3.4232378
10143,4.6205707,4.0634713,8.186966,2.299707
10144,7.542299,4.2298155,10.127502,3.0957098
10145,8.802752,3.7712574,9.679567,2.7904541
10146,7.724702,3.4880786,9.605264,3.1346056
10147,8.493353,3.1776924,5.9722056,1.8424567
10148,6.966526,3.882038,7.81764,3.61808
10149,9.29489,3.6146848,7.9579897,1.6248909
10150,6.210032,4.3424835,8.768239,2.8586433
10151,6.750031,3.3078387,9.750338,2.5079138
10152,5.6865845,3.850348,9.605904,2.1243856
10153,6.960385,3.8808846,8.976377,3.5764687
10154,9.745095,3.9619431,8.521082,3.6765625
10155,4.5649076,4.2635174,7.852124,3.23538
10156,7.8796124,4.861852,9.73223,2.9767544
10157,5.716097,3.538773,8.645022,3.6246579
10158,7.1057787,3.6451864,9.7600355,4.1202745
10159,11.680167,4.608928,9.917086,2.3199346
10160,5.9239016,3.8201523,9.65252,3.329354
10161,5.4995723,3.430299,7.0970297,3.4786258
10162,10.103794,5.039946,10.221794,3.5107102
10163,7.9477234,3.8556795,8.316505,3.387939
10164,7.8436995,4.240137,9.552512,3.451842
10165,5.4395766,3.606518,9.298339,4.311028
10166,7.716793,3.8494189,9.119122,2.4719307
10167,8.992665,4.4699497,10.462537,3.2915268
10168,9.7147,4.6239915,9.350007,1.585509
10169,8.379709,4.055093,9.99928,3.5375788
10170,7.3394756,4.081414,10.801776,2.6389556
10171,9.485935,4.3266783,9.060058,3.6871595
10172,7.21802,4.2145424,9.484599,2.8206196
10173,5.7966533,3.4635594,8.114691,1.771009
10174,9.980932,4.238364,9.850299,3.3036113
10175,3.781607,4.3189087,10.035593,2.6142325
10176,6.221384,4.11076,8.902573,3.5045545
10177,6.990494,4.0552244,8.912889,1.9221007
10178,10.477296,3.990674,9.289237,3.6464236
10179,7.1964116,3.6386223,7.062321,3.0691936
10180,3.5388346,4.279375,9.955235,3.4260418
10181,5.698315,3.881197,10.598198,3.0061817
10182,5.883188,3.9264061,8.634955,3.4330468
10183,6.407863,3.6918652,8.039791,3.3476987
10184,10.63316,4.525938,8.8397665,4.0646224
10185,8.304575,3.8969655,9.582957,2.9955475
10186,7.8275447,4.5039577,8.891047,3.1130302
10187,8.289185,4.2991023,8.069623,3.2730093
10188,7.116092,4.1181235,7.064855,2.6009362
10189,8.318622,3.0128245,8.546739,2.6513782
10190,10.629874,4.5591803,9.800513,4.1147118
10191,9.094165,4.352568,8.179741,3.6733594
10192,6.180096,3.8974452,8.676473,2.3386812
10193,12.756694,4.6195745,10.179019,4.1158905
10194,7.999798,3.5022137,6.0619106,1.9857856
10195,8.383561,4.2314596,8.725857,2.4892187
10196,9.107109,4.0020638,9.460583,2.6944308
10197,11.584562,4.2236137,9.970927,4.424592
10198,2.9835663,2.9830859,8.790536,2.1633587
10199,6.0543146,4.1102896,7.6679173,2.4014416
10200,5.1651173,3.2580388,9.420747,3.0658844
10201,6.8145895,3.4198349,10.017911,2.3159118
10202,9.054541,4.5774884,10.510723,2.6472187
10203,8.44913,3.2679093,8.567385,3.2928324
10204,11.154131,4.4910116,9.290403,4.367124
10205,10.175066,3.7662501,12.168582,1.6959331
10206,7.4112244,4.1096697,8.410428,2.152247
10207,9.37466,4.0904593,8.706884,1.8149049
10208,5.6150107,3.7547884,9.258778,2.7072024
10209,13.262066,3.8433886,9.805782,3.2373815
10210,6.7964454,4.178589,8.267155,2.883065
10211,6.3554983,4.267969,11.217779,3.210675
10212,6.5398684,3.5983956,8.301432,4.373419
10213,10.599271,4.2715263,9.832934,3.4570646
10214,9.741174,3.8648512,8.41874,2.8646963
10215,5.1483936,3.4045627,9.223853,2.983918
10216,8.466219,4.368409,9.541353,2.2094145
10217,6.88798,3.4875023,7.2106457,2.4651885
10218,8.40602,3.9269605,11.078838,3.9791386
10219,10.13643,3.5374458,7.5945406,4.5388546
10220,12.85458,4.2845144,10.325983,3.1071138
10221,8.557142,3.9922173,8.151508,3.1454823
10222,13.465376,4.430437,8.791572,2.9884675
10223,10.277339,4.287429,10.790873,3.5970972
10224,10.379276,4.1891503,8.532676,3.0660372
10225,6.5319934,3.931291,6.2134495,3.363178
10226,9.873283,3.8300838,11.311011,3.2993019
10227,7.7210374,4.1684604,8.932719,3.4460227
10228,4.0231314,4.1691885,8.248528,4.219266
10229,5.565382,3.3833401,6.38845,2.639377
10230,8.854566,3.9813576,10.185163,2.3207808
10231,11.484003,4.7682743,9.202718,2.760785
10232,8.672668,4.0730114,9.758923,3.0216787
10233,7.699036,4.447056,9.853432,2.110826
10234,7.194548,3.547275,8.515325,3.3351912
10235,7.4564524,4.2306066,8.624185,3.207048
10236,7.509974,4.3023705,9.310091,2.110417
10237,2.6396255,4.1864786,11.188719,3.4824529
10238,11.711897,4.331684,11.269329,1.7650392
10239,10.457443,4.54759,9.847567,3.0094805
10240,7.2620883,4.0148773,9.285196,3.2309659
10241,8.855228,4.5097294,7.2751017,3.9959424
10242,7.5342493,4.3534355,9.330072,1.7326256
10243,9.539985,4.064733,9.433871,3.6428564
10244,11.164232,4.559638,9.022257,3.4162157
10245,9.7123785,3.2831826,9.016707,3.024718
10246,8.030506,3.9531345,10.254166,3.192977
10247,10.43221,4.0322313,9.9208,3.101034
10248,10.270384,4.25138,8.923145,4.0427523
10249,2.9352064,3.835721,7.999199,2.5764751
10250,5.4874344,3.478058,9.590643,3.0222995
10251,8.882674,4.2915945,9.6594,3.6958616
10252,8.139027,4.1743183,6.5136833,3.5936446
10253,4.259507,3.3969402,6.775974,3.0046244
10254,7.4463696,4.025826,9.976145,2.077913
10255,8.545954,4.228584,8.867801,2.0061707
10256,5.815652,4.0798492,8.257412,3.8420796
10257,10.792291,4.7401056,8.504535,4.017854
10258,8.380922,4.594007,10.093553,3.767972
10259,9.136726,4.3082457,10.2974,3.4600124
10260,5.8628592,3.9875534,7.959317,2.8848727
10261,9.3248625,4.490711,10.587886,2.1069822
10262,9.011886,4.310933,4.985823,2.7665882
10263,10.47241,4.133644,8.710354,3.2807932
10264,12.689453,4.5831227,11.689154,1.964211
10265,8.580277,4.5297947,8.48704,3.6971846
10266,8.84783,3.6111493,10.549554,2.863223
10267,8.553101,3.0047407,7.2482815,5.3224854
10268,8.109068,3.6759953,9.299372,4.4540424
10269,7.592936,4.116669,9.34185,2.7539914
10270,5.689473,3.508684,7.9545007,3.384297
10271,5.7555943,3.6480799,9.151307,1.7777209
10272,8.616884,3.6196432,7.7062216,3.4221091
10273,3.4543254,3.905641,8.192301,2.8274422
10274,8.272442,3.374642,6.966867,4.0129213
10275,8.665849,4.140832,9.546988,2.9834635
10276,5.8681235,3.5204997,9.115325,2.1641073
10277,9.782694,3.6978552,9.081057,2.7127423
10278,6.531739,4.040352,10.786127,2.9989512
10279,6.2354665,4.199347,10.391316,3.4126399
10280,3.7464936,4.082588,9.326774,2.5622296
10281,5.9634323,3.7835703,6.692006,3.700924
10282,10.836969,4.418662,9.6935625,2.878551
10283,5.203206,3.837979,9.101781,1.330663
10284,8.610584,3.7413347,10.2697935,1.8949844
10285,7.375679,3.6958318,5.7804856,3.0805829
10286,6.1045985,4.0255985,5.954705,3.5636122
10287,7.5804024,4.196468,8.199076,3.2409773
10288,7.468662,4.2011585,8.311501,3.1688209
10289,9.763349,4.6999497,8.247656,2.4873047
10290,10.736216,4.582282,9.965295,3.1655746
10291,6.6205816,3.169797,8.915096,2.788778
10292,5.715121,3.6769614,5.9251914,2.814877
10293,4.7819185,4.0608377,9.034247,4.0283356
10294,8.49091,4.3637624,6.6423483,2.9167144
10295,10.066428,4.7823806,9.6621475,2.5796437
10296,6.910123,3.3083496,10.751996,5.834468
10297,9.418714,4.3950915,9.296113,4.169932
10298,7.4018083,3.6456885,6.1671095,3.4739234
10299,7.643731,4.318848,7.2218266,2.544282
10300,3.4248343,3.6098206,7.990693,3.8503323
10301,11.581839,4.7583704,9.692717,3.4152544
10302,9.320093,4.1738353,8.162294,2.4529366
10303,7.5742536,3.72356,8.072539,3.3565116
10304,6.706681,3.91983,10.80204,2.9033878
10305,6.224117,3.9623628,4.777265,2.7180033
10306,7.442343,3.5765023,6.2651496,2.8083565
10307,6.986495,3.5134037,6.2797446,2.5367348
10308,7.7651057,5.18458,10.728093,3.6762593
10309,7.62914,3.4668798,9.541575,2.3136604
10310,5.3871236,3.339491,8.501557,2.3442497
10311,7.2732315,4.5390224,8.415609,3.277751
10312,5.254216,3.6312008,8.164024,3.4502285
10313,9.39089,4.4202127,11.83743,0.9864998
10314,7.585128,4.6084347,9.377465,3.9386404
10315,7.966864,4.2401614,8.731902,3.94763
10316,10.114183,4.1637325,9.556155,3.5276637
10317,5.3246055,3.8061826,11.195177,1.8309518
10318,7.053524,4.516772,11.251398,3.9240212
10319,9.495742,4.589046,8.161966,2.6880388
10320,7.941816,4.0857725,9.65111,1.8854251
10321,9.11004,4.8464665,10.060813,2.7596192
10322,7.0773225,4.534441,8.814123,3.1464245
10323,10.3983,3.7003894,8.38941,4.102145
10324,8.656584,3.85523,10.809455,3.7596087
10325,12.449633,3.902368,9.21426,2.716594
10326,9.38144,4.3362103,10.448238,3.4179323
10327,4.757119,4.0760145,9.135023,4.18038
10328,5.980012,4.05789,9.801001,2.063219
10329,5.6211686,4.065439,8.665381,3.6533093
10330,4.832436,3.9811575,8.593313,3.5102153
10331,6.6375732,3.2728088,8.260359,2.6007075
10332,9.446142,3.891027,9.100062,2.9738815
10333,8.202057,3.7982988,9.100865,3.0171733
10334,5.433606,3.1851957,8.721586,3.4224167
10335,4.1964054,3.5558412,7.505793,0.8792496
10336,7.5707526,3.956966,6.6512427,1.8898793
10337,7.900359,4.592025,6.829437,3.051072
10338,10.6919775,3.740443,7.3513436,4.1177874
10339,7.2314816,3.4331791,6.599137,3.4121068
10340,12.317962,4.381209,10.033368,5.134497
10341,8.98901,4.645675,9.968387,2.7517104
10342,11.256534,3.9376485,12.337121,3.2337718
10343,8.309189,3.7441711,10.037347,3.767177
10344,4.509483,3.9077983,7.1051555,2.9703844
10345,3.7882996,3.7098691,7.663213,1.1546413
10346,7.7240763,4.0637193,9.305712,3.5707726
10347,6.8939075,4.128659,8.786298,2.7545543
10348,8.273989,5.033896,10.353189,2.2948809
10349,6.4598036,2.8497763,7.21215,2.0661907
10350,8.5180645,2.8136952,5.868818,3.9821565
10351,10.972495,4.6277704,8.12854,2.595863
10352,8.310785,4.4895573,9.189403,3.5462892
10353,7.0739036,3.9798064,8.572713,2.9778178
10354,9.610652,4.304452,8.008232,4.1665387
10355,9.614049,3.9848769,6.664339,4.2544117
10356,10.442251,4.0267196,6.3623323,2.7178931
10357,10.206709,4.225549,10.977493,2.578437
10358,10.505751,4.182398,7.797841,3.6047668
10359,5.387462,3.7217991,10.299595,2.7825723
10360,7.5019946,4.5529785,10.042815,4.7930346
10361,8.289162,4.2255325,9.9618435,2.7122786
10362,6.581394,3.529135,7.8431034,3.1832492
10363,9.237709,4.3919816,9.761179,2.3794994
10364,9.492362,4.0288353,10.006877,3.031973
10365,6.1552744,3.7695262,10.971816,3.158783
10366,6.0173197,4.002428,10.206255,2.814018
10367,10.155537,4.495678,10.530066,4.013026
10368,7.6312222,4.282856,8.375191,2.6865013
10369,8.399624,4.643598,7.5088034,2.1851225
10370,10.549336,3.7879887,9.383886,2.7735772
10371,1.1577151,2.8659616,5.4160075,1.7905678
10372,8.870194,4.3815947,8.215921,2.6849744
10373,6.7285757,3.5869052,8.12151,2.879299
10374,7.9888735,4.196637,9.122963,2.050905
10375,4.072545,3.4653966,8.302886,2.533748
10376,9.505259,4.34373,9.966356,2.876703
10377,7.659506,4.1004725,8.459246,2.1810837
10378,3.704252,2.8084395,9.199903,3.0934057
10379,6.862301,4.5984864,7.871214,2.5946898
10380,8.378278,4.5411735,11.352102,3.5297563
10381,9.638047,3.7922714,10.813481,3.3160071
10382,7.5845785,4.2530317,10.20732,2.5764034
10383,4.150185,3.763552,7.0978184,2.6328692
10384,9.395842,3.4269056,8.016691,2.5309012
10385,5.2581677,3.696169,10.342769,3.409134
10386,10.093116,4.077542,9.16024,3.0971656
10387,8.558721,3.9444344,8.055565,2.4620686
10388,8.295416,4.501432,11.125315,3.409707
10389,5.593755,4.122756,11.479893,2.7619224
10390,10.429336,4.0395403,9.538322,2.686723
10391,9.658205,4.0817986,8.562251,2.4464662
10392,8.743349,4.5279307,10.545258,2.8609872
10393,4.9500475,3.8787098,7.992712,4.707716
10394,4.47021,4.390454,7.109611,2.004316
10395,6.768708,3.5606527,9.018396,2.4645493
10396,9.859092,4.057389,9.095553,3.8772566
10397,6.953517,4.2405577,9.93783,4.167958
10398,2.8044348,3.573076,11.975945,3.577708
10399,9.29379,3.9552708,9.131053,3.7633598
10400,7.8305492,3.7181845,7.6207733,2.6566415
10401,7.1154165,4.2414665,8.44356,3.721053
10402,6.9326572,4.228716,9.77333,2.2287226
10403,9.750045,3.9206698,10.387907,3.248287
10404,9.793464,3.8605413,8.957245,3.1222787
10405,3.791374,2.9801862,11.662769,2.2198095
10406,9.082964,4.1175656,8.661122,2.586514
10407,8.976898,4.1509237,9.525115,2.082891
10408,10.552804,4.3073416,9.498731,4.1596923
10409,7.192796,4.11709,9.181132,2.7454717
10410,9.688536,3.9280112,8.950547,3.0437455
10411,3.1726687,3.962561,9.802884,2.6862004
10412,3.0849056,3.2705476,7.9255657,3.4355292
10413,7.5544086,3.9964106,9.261687,3.2122364
10414,6.6181493,3.9959831,8.422304,3.699062
10415,9.287013,4.1697235,9.126076,3.4860308
10416,7.1737823,3.9565027,9.287245,2.937035
10417,6.834928,4.623064,10.122867,3.451994
10418,6.2464857,4.0023127,9.555097,2.843772
10419,7.2871666,4.6990037,9.813914,3.5191646
10420,10.478865,4.3246403,9.659206,3.4035926
10421,9.024648,4.6090946,9.876174,2.9664857
10422,7.74447,3.9358704,8.135547,2.6166177
10423,9.364952,4.2212996,9.751467,1.8777347
10424,8.83336,4.3536997,9.769137,3.6793168
10425,8.090482,3.9552333,9.4445,2.5158973
10426,10.625704,4.728714,9.397914,2.915668
10427,5.9152775,4.0057235,9.094357,3.775483
10428,9.911328,3.4658742,11.335408,3.7729275
10429,6.4012265,3.6015296,7.998649,3.0409243
10430,6.531391,3.4462695,7.4115334,2.7943287
10431,8.654008,4.041692,8.547339,2.920801
10432,8.442017,4.4455595,10.160757,2.722696
10433,10.906906,4.1678915,8.954121,2.922814
10434,10.540285,4.825147,10.312381,2.6203375
10435,9.956233,4.0122333,11.197141,3.72839
10436,6.172149,3.9803374,9.461375,2.717464
10437,7.7152715,4.4511147,10.277365,2.9895828
10438,9.182248,4.656603,11.556135,3.3146157
10439,6.9761205,3.7692864,8.581883,2.9307823
10440,8.595943,4.085677,8.217987,3.742568
10441,7.819062,3.7799368,8.533786,1.8759419
10442,10.409449,4.0638447,8.823283,2.5211668
10443,5.289809,4.150117,10.058476,3.9043446
10444,11.526252,4.5642176,8.830031,3.3861444
10445,9.97617,4.241763,8.644911,2.3493671
10446,9.81588,4.215022,9.774453,2.9157844
10447,5.533257,3.3853548,8.744827,1.498594
10448,3.816982,4.2008963,8.102131,2.4081495
10449,7.803941,4.099231,9.178774,2.8461208
10450,6.4142175,3.679467,8.516172,2.9188755
10451,9.987826,4.443005,8.941023,2.8179572
10452,12.536746,3.9511487,10.987748,4.1957364
10453,7.1513476,4.102786,9.219556,2.78293
10454,11.435286,3.367943,10.770736,4.105897
10455,8.987895,4.4399924,10.208839,3.4256773
10456,6.831895,4.2430315,7.8897862,4.0538244
10457,7.5647936,3.911039,8.697338,2.3982043
