id,hhb,hbo2,ca,na
10000,7.8258405,4.313424,9.470214,3.4028168
10001,4.4091187,3.962556,8.708518,2.270696
10002,10.607823,4.7794056,10.107149,3.9213715
10003,8.625442,4.637039,10.7399235,3.2009077
10004,7.243311,3.8997064,8.065176,4.8666887
10005,7.9726806,4.029992,10.699934,2.234293
10006,6.790795,3.438509,9.71301,1.6218928
10007,9.105877,4.1992846,10.270281,2.1325803
10008,7.3987494,4.4763966,8.094704,3.0854247
10009,8.5167,3.6933665,8.232396,2.736932
10010,8.790833,3.704342,9.409962,3.0584297
10011,8.029085,3.599877,5.117908,3.9395316
10012,9.894343,3.574093,8.777219,2.6005416
10013,6.883217,4.0446725,8.338913,3.2374287
10014,8.544207,4.129385,6.1745625,1.9654663
10015,5.4037347,3.27187,8.075481,3.9336917
10016,9.064732,3.5943093,9.501229,4.1807523
10017,8.454033,3.711522,9.367199,2.5998757
10018,10.87556,4.3287725,8.4167,3.2670434
10019,6.0266533,4.1685,7.1155057,1.8749262
10020,7.444234,3.1435566,8.064114,3.0228755
10021,11.707764,4.0449476,9.919442,2.4560876
10022,11.009999,4.768384,11.143105,3.6620278
10023,7.062302,4.2736692,8.327757,3.0861773
10024,7.4114914,4.1195164,9.41861,2.6478279
10025,11.427454,3.8763025,8.46513,3.2310379
10026,9.286446,3.1619143,7.3813286,2.6267433
10027,12.991156,4.85648,10.1560955,3.663906
10028,2.544091,2.8495977,8.790093,2.3022718
10029,7.7614446,3.9286475,7.5244427,3.2203107
10030,2.8886623,3.3814485,6.6261134,3.0863407
10031,8.079971,3.081205,9.048973,3.2361119
10032,13.369127,4.5693564,11.4135475,2.5408187
10033,7.8740706,4.0807085,9.08999,2.8616886
10034,10.928913,4.147191,10.541375,3.1276643
10035,5.8157463,3.6268654,7.275315,2.5944335
10036,9.650065,3.8163402,7.3908496,3.520242
10037,5.960876,4.06067,7.2706857,2.71163
10038,9.00232,4.237748,8.498674,3.0619042
10039,8.216433,3.271978,8.7174225,2.2349653
10040,3.6333728,3.9106946,9.830845,2.6224668
10041,7.048037,3.991559,8.990669,3.5272884
10042,8.3011265,4.466154,10.859296,2.283088
10043,9.912799,3.575785,9.227497,3.2379313
10044,6.8650174,4.1658072,11.484723,2.9961882
10045,7.758893,3.7045977,11.633947,2.8621995
10046,6.5297017,4.0515995,10.53493,3.7782056
10047,7.508485,4.2601566,9.01678,3.6429946
10048,7.045704,3.6147695,8.912077,2.9576173
10049,7.255477,4.526857,9.817211,2.6855853
10050,6.8125825,4.1532335,10.097965,2.0171542
10051,9.365951,3.6775844,8.990836,2.9664462
10052,10.099692,4.355036,9.297973,2.8566728
10053,6.1573734,3.4251504,9.493708,3.3770518
10054,6.644885,4.5511293,10.382575,3.9706042
10055,7.526714,3.6184113,8.902078,3.7762291
10056,10.451064,4.6457925,10.796815,3.3812408
10057,9.42925,3.940518,9.559109,3.0531397
10058,10.1687,4.350726,11.922092,2.6898572
10059,8.451416,3.8578382,7.601413,4.256581
10060,11.185975,3.0386293,5.147455,3.485521
10061,6.3210483,4.0534735,8.119263,1.6968104
10062,7.5293508,2.8608627,6.646582,2.705009
10063,12.081778,4.3018703,8.203497,3.1907291
10064,7.9272857,3.687631,7.7356286,3.69332
10065,8.494675,4.3341722,9.674702,2.290121
10066,8.592694,3.5576363,9.565341,3.2462144
10067,7.264964,3.8050323,5.972203,2.6415648
10068,10.393333,3.816202,10.562999,3.5889068
10069,10.153452,4.5868297,11.91979,3.32006
10070,7.1887035,4.2212534,9.421643,3.5175803
10071,0.18831256,3.466013,9.462351,3.0886874
10072,7.837149,4.124465,11.256057,3.7517343
10073,8.015032,3.7706275,9.04572,3.3694732
10074,6.2887316,3.632845,9.309257,3.026698
10075,8.189085,4.2963133,11.147496,1.510567
10076,7.8638372,3.72997,10.000316,2.4728973
10077,8.349131,4.5024095,11.498002,2.2680135
10078,9.729454,4.0488787,9.861996,3.2995045
10079,6.96045,4.127486,9.298919,3.0556867
10080,7.700538,3.8295898,9.040982,3.314726
10081,8.099964,3.9815032,7.2620416,1.9015932
10082,11.984936,4.262725,11.02797,3.068116
10083,7.000066,3.2721515,10.812478,1.1661227
10084,6.6531897,3.9338489,7.7671485,4.0790386
10085,9.666923,4.1999836,5.5741143,4.784555
10086,8.712796,4.411957,8.204622,2.164432
10087,11.115837,4.1808405,8.748238,3.7723165
10088,5.3406224,3.5976002,7.4174633,3.7490144
10089,8.664292,4.359852,7.0446515,1.8188133
10090,7.010543,3.5489254,9.259045,1.2578007
10091,2.32656,4.082901,7.7040067,1.838488
10092,3.9318457,3.6225557,9.036961,0.08637944
10093,3.9513986,4.2378707,8.067737,0.7437881
10094,7.763268,3.493493,6.3861055,1.3396559
10095,3.2425184,3.7093105,7.1762624,2.1605768
10096,0.895045,3.8625658,11.181647,1.3356018
10097,6.2759023,4.362177,8.477285,4.465584
10098,10.621637,4.288817,10.803497,3.217919
10099,8.913279,4.4644136,9.654237,2.6212325
10100,7.469402,3.9610066,7.284761,3.0849009
10101,5.7930136,3.9973342,9.875105,2.0544367
10102,2.549462,3.3200045,7.192686,1.6383815
10103,6.3242664,3.9790351,9.793562,3.1095815
10104,3.5652483,3.476082,7.6985483,0.29658908
10105,10.72885,3.740267,6.214819,2.311325
10106,10.208489,4.3374805,12.019874,4.3988404
10107,8.287605,3.3105824,9.703641,2.0438304
10108,6.864676,3.9472437,8.529476,2.6333327
10109,8.945654,3.408201,9.966893,2.8364532
10110,8.944118,4.268345,11.86244,1.2773399
10111,9.7940855,4.373963,9.655204,2.89148
10112,10.594628,4.955823,8.580868,3.6798785
10113,11.290111,4.2471085,10.335573,2.2488937
10114,7.3516397,4.0042176,7.998378,2.7065089
10115,6.306259,3.136438,6.2448416,2.47796
10116,8.104626,3.6259372,8.184929,3.0299554
10117,7.071327,3.9762323,10.046025,2.6521118
10118,8.782269,3.8365636,7.2813725,2.3361354
10119,10.168541,4.3917627,9.487972,3.714699
10120,6.9121304,3.961529,8.65214,3.6194205
10121,8.206225,3.635128,10.255635,4.2254763
10122,6.7008123,4.5129714,11.490431,2.7928448
10123,2.3340573,3.0319905,6.0954437,1.2888917
10124,6.672573,4.3714976,9.400205,2.965025
10125,5.322304,3.7597742,7.55881,4.4754524
