id,hhb,hbo2,ca,na
10000,8.404168,3.8219037,9.112404,3.6080208
10001,4.7326875,3.9779437,9.15005,2.8467157
10002,9.998966,4.6382165,10.483038,3.3993123
10003,8.301619,4.6167555,10.472753,3.409907
10004,7.9092116,3.3761542,9.003504,3.973248
10005,9.254134,3.565222,10.775898,1.9189734
10006,5.839991,3.6730964,9.112704,1.5647403
10007,9.364493,4.124423,10.602778,2.465815
10008,6.6532655,4.317849,8.211218,3.818194
10009,8.916155,3.7906523,8.252628,2.2707107
10010,7.9293246,3.186637,9.30053,4.328689
10011,7.6335635,3.391521,5.8049254,3.7685006
10012,9.024429,4.0232096,8.823434,2.544731
10013,7.1332912,4.323861,8.604083,3.476148
10014,8.536805,3.8077145,7.706123,2.0804343
10015,4.653813,3.3325658,6.342305,2.7690551
10016,9.051176,3.7491078,9.481024,3.4811265
10017,8.546337,3.9126794,9.655016,2.8523662
10018,9.93644,4.0319414,8.610075,3.1894927
10019,6.109118,3.8711462,6.4660954,1.2873179
10020,7.7151003,2.9646587,7.556958,3.0286653
10021,11.285499,4.121494,9.5866,1.6384025
10022,10.592911,4.534304,10.960797,3.4459846
10023,6.539188,4.201829,8.20915,2.988415
10024,6.995918,4.309452,10.384212,3.1054866
10025,10.8004055,4.365329,9.63913,3.9052792
10026,9.273844,3.0639467,6.310236,2.5960934
10027,12.618361,4.5598598,11.457549,3.7732875
10028,2.6341016,3.8882108,8.120449,2.9173145
10029,7.8947225,3.9581358,8.64266,3.4501765
10030,3.0906165,3.4098935,7.1103077,2.5709674
10031,8.143053,3.12124,8.937615,3.0355072
10032,13.638721,4.3886647,11.564494,2.960287
10033,7.965813,4.251586,9.752494,3.235455
10034,10.107339,4.5291653,10.092176,2.5635388
10035,6.34311,3.5027342,7.3669243,3.1925907
10036,8.003613,3.6399426,8.2300825,4.3286247
10037,6.0403333,4.562451,8.246493,2.2355423
10038,9.44416,4.2791386,8.769892,2.4767294
10039,8.599957,3.0765193,9.874307,2.4946685
10040,5.0122037,3.8472838,9.322454,3.4769278
10041,7.197681,4.247628,9.378972,3.343018
10042,7.8841844,4.0401583,11.252468,3.3758588
10043,10.82676,3.7063663,9.457291,3.1174328
10044,6.9494276,4.0984135,11.427902,2.7148144
10045,8.498866,4.444828,11.066858,3.5368967
10046,6.7247057,4.054706,10.183699,3.0627928
10047,7.5244083,4.155262,11.203646,3.147609
10048,7.0854774,3.568433,8.941096,2.9034808
10049,7.337007,4.3435764,9.301008,2.346311
10050,7.6684713,3.973019,9.710374,1.1853776
10051,9.551788,4.4086103,7.066857,2.4482834
10052,10.741401,4.1688013,9.539938,1.9595177
10053,5.9033847,3.903292,9.684179,3.5950558
10054,6.897723,4.296974,8.895753,3.7369533
10055,6.649053,3.7108653,9.42228,3.57553
10056,10.962061,4.455475,9.583037,3.224787
10057,8.826102,4.088319,7.807961,3.1676342
10058,10.29379,4.0058527,10.273934,3.1914926
10059,8.021082,3.845883,7.798661,4.868643
10060,11.075301,3.609484,6.2065597,3.5525064
10061,5.4019604,4.4755783,7.56841,2.108292
10062,7.5569987,2.7727106,7.360967,3.110505
10063,12.22439,4.1997457,9.107305,3.82218
10064,7.8715587,3.7998445,7.7264147,3.5003514
