,0,1,2,3
0,-14.211002,-4.0638804,32.755516,0.4700849
1,-14.211002,-4.0638804,32.755516,0.4700849
2,-14.211002,-4.0638804,32.755516,0.4700849
3,-14.468372,32.63753,40.145462,0.5447328
4,-14.211002,-4.0638804,32.755516,0.4700849
5,85.72604,-41.819733,71.69426,0.4987238
6,-14.211002,-4.0638804,32.755516,0.4700849
7,-14.211002,-4.0638804,32.755516,0.4700849
8,-14.211002,-4.0638804,32.755516,0.4700849
9,-109.71353,-110.82479,62.394947,0.51384264
10,-157.11638,161.66302,105.142914,0.6212969
11,-14.211002,-4.0638804,32.755516,0.4700849
12,-64.05629,36.8079,51.28441,0.5703276
13,-13.814325,39.690247,44.13675,0.54539704
14,-14.211002,-4.0638804,32.755516,0.4700849
15,10.145304,-5.5784245,40.675858,0.53492904
16,-14.211002,-4.0638804,32.755516,0.4700849
17,132.11769,-138.37369,90.46788,0.46637735
18,-68.307205,172.47037,66.05101,0.632044
19,-14.211002,-4.0638804,32.755516,0.4700849
20,-14.211002,-4.0638804,32.755516,0.4700849
21,-14.211002,-4.0638804,32.755516,0.4700849
22,-213.98462,-78.22696,93.48527,0.6818043
23,-14.211002,-4.0638804,32.755516,0.4700849
24,-14.211002,-4.0638804,32.755516,0.4700849
25,-14.211002,-4.0638804,32.755516,0.4700849
26,-137.72444,-1.6866492,72.06836,0.5914799
27,-119.424774,-1.5543276,70.21524,0.57400215
28,-103.06603,0.34044695,91.65463,0.5967818
29,-14.211002,-4.0638804,32.755516,0.4700849
30,-14.211002,-4.0638804,32.755516,0.4700849
31,-14.211002,-4.0638804,32.755516,0.4700849
32,55.33485,-27.48037,61.92745,0.46142918
33,-14.211002,-4.0638804,32.755516,0.4700849
34,-14.211002,-4.0638804,32.755516,0.4700849
35,-14.211002,-4.0638804,32.755516,0.4700849
36,-14.211002,-4.0638804,32.755516,0.4700849
37,-74.24283,-80.67974,51.264736,0.49465936
38,-14.211002,-4.0638804,32.755516,0.4700849
39,-14.211002,-4.0638804,32.755516,0.4700849
40,-14.211002,-4.0638804,32.755516,0.4700849
41,-14.211002,-4.0638804,32.755516,0.4700849
42,-14.211002,-4.0638804,32.755516,0.4700849
43,-14.211002,-4.0638804,32.755516,0.4700849
44,-14.211002,-4.0638804,32.755516,0.4700849
45,-25.245718,50.08089,54.812164,0.60539776
46,26.804192,19.857304,32.893238,0.49497187
47,-14.211002,-4.0638804,32.755516,0.4700849
48,-25.902079,22.904625,44.30047,0.5325151
49,8.45826,18.095598,30.842133,0.49518457
50,-14.211002,-4.0638804,32.755516,0.4700849
51,-14.211002,-4.0638804,32.755516,0.4700849
52,-14.211002,-4.0638804,32.755516,0.4700849
53,-2.9739242,16.090368,26.623365,0.48723024
54,-159.69345,37.27501,77.01915,0.7908542
55,-14.211002,-4.0638804,32.755516,0.4700849
56,-14.211002,-4.0638804,32.755516,0.4700849
57,-14.211002,-4.0638804,32.755516,0.4700849
58,-14.211002,-4.0638804,32.755516,0.4700849
59,-14.211002,-4.0638804,32.755516,0.4700849
60,-14.211002,-4.0638804,32.755516,0.4700849
61,34.16319,-114.41356,117.43788,0.79343873
62,-14.211002,-4.0638804,32.755516,0.4700849
63,-14.211002,-4.0638804,32.755516,0.4700849
64,-14.211002,-4.0638804,32.755516,0.4700849
65,-2.7833343,-18.041012,45.09604,0.54664135
66,-14.211002,-4.0638804,32.755516,0.4700849
67,77.9451,29.299593,57.332916,0.51257133
68,10.06912,31.0805,33.098194,0.49415797
69,-166.1375,-82.135056,76.066025,0.58784664
70,-14.211002,-4.0638804,32.755516,0.4700849
71,-14.211002,-4.0638804,32.755516,0.4700849
72,-14.211002,-4.0638804,32.755516,0.4700849
73,-257.76633,2.063003,105.57251,0.777073
74,-51.51825,66.777756,78.07773,0.43018687
75,-14.211002,-4.0638804,32.755516,0.4700849
76,-14.211002,-4.0638804,32.755516,0.4700849
77,-14.211002,-4.0638804,32.755516,0.4700849
78,-14.211002,-4.0638804,32.755516,0.4700849
79,-167.15372,-52.056374,78.22458,0.63553035
80,-14.211002,-4.0638804,32.755516,0.4700849
81,-90.38582,-67.70457,52.758347,0.5089248
82,-14.211002,-4.0638804,32.755516,0.4700849
83,-14.211002,-4.0638804,32.755516,0.4700849
84,-14.211002,-4.0638804,32.755516,0.4700849
85,269.71973,-94.780365,109.90549,0.5094821
86,-14.211002,-4.0638804,32.755516,0.4700849
87,-14.211002,-4.0638804,32.755516,0.4700849
88,-60.09921,14.935441,49.820644,0.5801936
89,-14.211002,-4.0638804,32.755516,0.4700849
90,41.9053,-3.0436673,38.02766,0.47969174
91,-14.211002,-4.0638804,32.755516,0.4700849
92,-52.382133,-65.49721,53.982395,0.5214815
93,-14.211002,-4.0638804,32.755516,0.4700849
94,-60.39858,-24.77064,50.254456,0.579321
95,-14.211002,-4.0638804,32.755516,0.4700849
96,-14.211002,-4.0638804,32.755516,0.4700849
97,-14.211002,-4.0638804,32.755516,0.4700849
98,-14.211002,-4.0638804,32.755516,0.4700849
99,-14.211002,-4.0638804,32.755516,0.4700849
100,-47.04449,20.497417,45.62049,0.568356
101,-149.74669,0.42139885,70.272415,0.63129854
102,-14.211002,-4.0638804,32.755516,0.4700849
103,-188.23427,8.309358,93.13982,0.88736546
104,-14.211002,-4.0638804,32.755516,0.4700849
105,10.716364,13.35947,30.250671,0.49452272
106,-89.18945,-100.69064,59.739765,0.511134
107,-66.11261,-116.11442,61.257378,0.5265431
108,-14.211002,-4.0638804,32.755516,0.4700849
109,-14.211002,-4.0638804,32.755516,0.4700849
110,-110.21555,-96.481575,68.0494,0.5935871
111,-14.211002,-4.0638804,32.755516,0.4700849
112,-14.211002,-4.0638804,32.755516,0.4700849
113,-78.329254,15.772471,59.50367,0.6174812
114,-14.276251,42.055187,45.81482,0.55623496
115,-239.33667,-99.571556,101.57466,0.70103365
116,-153.97903,-50.887344,73.72699,0.60663223
117,-14.211002,-4.0638804,32.755516,0.4700849
118,-14.211002,-4.0638804,32.755516,0.4700849
119,-14.211002,-4.0638804,32.755516,0.4700849
120,-14.211002,-4.0638804,32.755516,0.4700849
121,-88.95442,-119.36265,52.45227,0.5815904
122,-14.211002,-4.0638804,32.755516,0.4700849
123,-14.211002,-4.0638804,32.755516,0.4700849
124,-14.211002,-4.0638804,32.755516,0.4700849
125,-222.1702,-87.61083,93.61558,0.6703093
126,104.20034,36.278416,67.83012,0.5041906
127,-113.3274,-84.938835,93.97436,0.5392264
128,-14.211002,-4.0638804,32.755516,0.4700849
129,-14.211002,-4.0638804,32.755516,0.4700849
130,-14.211002,-4.0638804,32.755516,0.4700849
131,-14.211002,-4.0638804,32.755516,0.4700849
132,-14.211002,-4.0638804,32.755516,0.4700849
133,-103.576225,55.1042,68.1073,0.6074815
134,-14.211002,-4.0638804,32.755516,0.4700849
135,10.5329685,37.316704,33.944733,0.49329036
136,-14.211002,-4.0638804,32.755516,0.4700849
137,-14.211002,-4.0638804,32.755516,0.4700849
138,-14.211002,-4.0638804,32.755516,0.4700849
139,-14.211002,-4.0638804,32.755516,0.4700849
140,-14.211002,-4.0638804,32.755516,0.4700849
141,-14.211002,-4.0638804,32.755516,0.4700849
142,-14.211002,-4.0638804,32.755516,0.4700849
143,-14.211002,-4.0638804,32.755516,0.4700849
144,-14.211002,-4.0638804,32.755516,0.4700849
145,-244.01408,-20.040855,100.32911,0.68223584
146,245.22041,-96.001236,64.41054,0.3224132
147,-14.211002,-4.0638804,32.755516,0.4700849
148,-223.69402,-72.11496,98.5176,0.7133156
149,-14.211002,-4.0638804,32.755516,0.4700849
150,-144.78587,150.76064,81.788925,0.60930395
151,-55.024292,64.08435,50.66475,0.58043396
152,-14.211002,-4.0638804,32.755516,0.4700849
153,14.551884,-50.250237,66.984695,0.5746644
154,-14.211002,-4.0638804,32.755516,0.4700849
155,-12.270185,-78.46919,66.273834,0.5128189
156,-14.211002,-4.0638804,32.755516,0.4700849
157,-14.211002,-4.0638804,32.755516,0.4700849
158,-14.211002,-4.0638804,32.755516,0.4700849
159,-14.211002,-4.0638804,32.755516,0.4700849
160,-54.420998,-66.52064,47.37858,0.5025337
161,16.4828,-162.16545,87.27221,0.5203103
162,-14.211002,-4.0638804,32.755516,0.4700849
163,-71.07166,-71.620316,49.4954,0.4989386
164,-14.211002,-4.0638804,32.755516,0.4700849
165,-14.211002,-4.0638804,32.755516,0.4700849
166,-14.211002,-4.0638804,32.755516,0.4700849
167,-39.74092,21.881905,47.253937,0.5584006
168,-14.211002,-4.0638804,32.755516,0.4700849
169,-14.211002,-4.0638804,32.755516,0.4700849
170,-14.211002,-4.0638804,32.755516,0.4700849
171,-14.211002,-4.0638804,32.755516,0.4700849
172,-14.211002,-4.0638804,32.755516,0.4700849
173,-14.211002,-4.0638804,32.755516,0.4700849
174,-14.211002,-4.0638804,32.755516,0.4700849
175,-14.211002,-4.0638804,32.755516,0.4700849
176,-14.211002,-4.0638804,32.755516,0.4700849
177,-14.211002,-4.0638804,32.755516,0.4700849
178,-14.211002,-4.0638804,32.755516,0.4700849
179,113.342476,130.63594,146.68474,0.43189958
180,-14.211002,-4.0638804,32.755516,0.4700849
181,-14.211002,-4.0638804,32.755516,0.4700849
182,-14.211002,-4.0638804,32.755516,0.4700849
183,52.482735,46.059055,92.82186,0.41507825
184,-14.211002,-4.0638804,32.755516,0.4700849
185,-14.211002,-4.0638804,32.755516,0.4700849
186,14.36289,8.104873,29.183846,0.48056608
187,-14.211002,-4.0638804,32.755516,0.4700849
188,-14.211002,-4.0638804,32.755516,0.4700849
189,-249.46684,-96.06307,102.3821,0.7061881
190,62.289288,-28.902117,70.291336,0.36926904
191,-14.211002,-4.0638804,32.755516,0.4700849
192,-14.211002,-4.0638804,32.755516,0.4700849
193,-27.316715,42.31353,43.25862,0.5727917
