,0,1,2,3
0,-1.7569653,-1.4878503,90.024376,0.60637814
1,-1.6681719,-1.4278716,86.04803,0.58710194
2,-1.4489859,-1.2616994,74.607704,0.53104824
3,-1.3941444,-1.2250589,72.00178,0.51826227
4,-1.4932151,-1.2947514,76.98621,0.5427989
5,-1.5647192,-1.3320855,79.95273,0.5574688
6,-2.5994604,-2.0146594,128.93295,0.7983996
7,-1.5908962,-1.3574555,81.2186,0.56332374
8,-1.7696583,-1.499225,90.33378,0.60750556
9,-1.9005584,-1.5826505,96.075005,0.63552326
10,-3.6941013,-2.6444845,177.27985,1.0376234
11,-1.4095715,-1.2376605,72.82419,0.5222521
12,-2.3489006,-1.8818601,117.04175,0.73823875
13,-1.397063,-1.2273232,72.16975,0.51909
14,-1.5617347,-1.330129,79.668686,0.5560142
15,-3.045652,-2.196048,147.38716,0.8933215
16,-1.5288547,-1.3147731,78.27294,0.5489255
17,-1.6041956,-1.363189,81.76414,0.5661479
18,-1.8929123,-1.6116753,97.14532,0.640241
19,-2.1097295,-1.752681,106.1647,0.68363756
20,-1.6380612,-1.3747009,83.263794,0.5738492
21,-1.3928044,-1.2237215,71.93827,0.5179688
22,-1.4342338,-1.2508845,73.85414,0.5273694
23,-2.043866,-1.7108263,104.78977,0.67855346
24,-1.8424238,-1.5009894,92.70292,0.62049466
25,-1.4535831,-1.2682469,74.905495,0.5323956
26,-1.7224773,-1.437062,87.16924,0.59275997
27,-1.7965183,-1.4855125,90.63268,0.6097914
28,-2.316763,-1.8936024,117.42277,0.7404698
29,-1.4313309,-1.2503538,73.75349,0.5268223
30,-1.4395258,-1.2575026,74.22309,0.5291102
31,-2.0847063,-1.7151734,105.4406,0.6814209
32,-1.4442703,-1.2591772,74.50889,0.5306399
33,-2.4677227,-1.8178192,120.35856,0.75895524
34,-2.1530497,-1.7309045,107.11746,0.6899777
35,-1.6653727,-1.4156176,84.70009,0.5799391
36,-1.5732011,-1.36011,80.825516,0.5610612
37,-1.4898632,-1.2873467,76.46398,0.54019177
38,-1.5016973,-1.2939385,76.97951,0.5427501
39,-1.4777393,-1.2818817,75.88027,0.53716433
40,-1.4500698,-1.2647879,74.77713,0.5318595
41,-1.6966728,-1.4459646,86.75519,0.5900333
42,-2.6107042,-1.8977327,127.27269,0.7935832
43,-1.5052218,-1.2957314,77.10395,0.54329264
44,-1.4794277,-1.2834938,76.161125,0.5386883
45,-1.3935771,-1.2241645,71.97119,0.5181314
46,-1.3936799,-1.225232,72.01008,0.5183016
47,-2.1253238,-1.7328961,106.186295,0.6845607
48,-1.477294,-1.2811189,75.88905,0.53726757
49,-1.411446,-1.2374169,72.87846,0.5225631
50,-1.4027126,-1.2310404,72.43688,0.5204021
51,-1.7936373,-1.5230572,91.7249,0.6141559
