,0,1,2,3
0,-0.09355669,-1.2728509,32.407795,1.4002703
1,-0.09087811,-1.3315632,33.416843,1.4337748
2,-0.08273108,-1.0986425,28.27528,1.442132
3,-0.08624179,-1.1234465,28.855791,1.480456
4,-0.079267554,-1.0983299,28.126282,1.3914839
5,-0.07695004,-1.1430218,29.749004,1.5000331
6,-0.16448286,-2.600711,74.61979,3.2670312
7,-0.0837614,-1.1018828,28.47392,1.4092445
8,-0.0930837,-1.1721473,30.88369,1.4103754
9,-0.09618069,-1.3588189,36.943493,1.7647216
10,-0.16236658,-3.7283158,108.09947,5.403331
11,-0.08582156,-1.1141412,28.616804,1.4611993
12,-0.122655824,-1.9107918,54.46201,2.464008
13,-0.08513862,-1.1218985,28.822836,1.4777038
14,-0.07346796,-1.0392848,26.968336,1.3826269
15,-0.5431604,-7.536157,216.62802,9.283229
16,-0.0834064,-1.1114129,28.699398,1.4430212
17,-0.07513683,-1.0247391,26.747145,1.3591677
18,-0.12500131,-1.5066258,39.29684,1.6143383
19,-0.13894896,-1.9258137,53.080143,2.5157123
20,-0.076306336,-1.2050647,31.743092,1.6048604
21,-0.08527505,-1.1254705,28.915247,1.4843156
22,-0.083007984,-1.0927132,28.113949,1.4436414
23,-0.14548428,-2.1722567,54.224216,2.0078578
24,-0.06559844,-1.1901201,32.168327,1.5920835
25,-0.086809374,-1.1055926,28.418097,1.4385113
26,-0.06959862,-1.0171256,26.989193,1.3696064
27,-0.06528511,-1.0241898,27.658884,1.3990705
28,-0.17432901,-2.5722425,66.16192,2.4782572
29,-0.085255705,-1.109834,28.538298,1.4579092
30,-0.0847606,-1.0986379,28.243126,1.4384605
31,-0.10902871,-1.5788528,42.42075,1.7922207
32,-0.08212854,-1.109028,28.485806,1.4401022
33,-0.0950798,-2.0864153,60.270832,2.8878732
34,-0.09353998,-1.556816,43.810146,2.1092432
35,-0.092963055,-1.1894531,30.959534,1.498931
36,-0.09082597,-1.122095,29.034235,1.4059875
37,-0.07947498,-1.0639337,27.454515,1.4051151
38,-0.07812102,-1.0592513,27.35868,1.4017762
39,-0.087509006,-1.1139591,28.68131,1.4524089
40,-0.083998464,-1.0986446,28.241714,1.4312211
41,-0.09756167,-1.1953565,30.999413,1.433464
42,-0.13034096,-2.5027208,72.14886,3.2643213
43,-0.079313114,-1.1318476,29.280396,1.4850034
44,-0.08197698,-1.0978888,28.249731,1.4233186
45,-0.085131444,-1.1244385,28.890644,1.4834564
46,-0.0856706,-1.1216673,28.810396,1.477778
47,-0.1385936,-1.8392729,50.03252,2.257409
48,-0.08448854,-1.0922805,28.151457,1.4318824
49,-0.084435605,-1.1162065,28.68428,1.4661043
