,0,1,2,3
0,-inf,inf,inf,3.929568e+36
1,-inf,inf,inf,3.929568e+36
2,-inf,inf,inf,3.929568e+36
3,-inf,inf,inf,3.929568e+36
4,-inf,inf,inf,3.929568e+36
5,79.1484,-31.673252,87.45059,0.6456804
6,-inf,inf,inf,3.929568e+36
7,-inf,inf,inf,3.929568e+36
8,-inf,inf,inf,3.929568e+36
9,-inf,inf,inf,3.929568e+36
10,-inf,inf,inf,3.929568e+36
11,-inf,inf,inf,3.929568e+36
12,-inf,inf,inf,3.929568e+36
13,-inf,inf,inf,3.929568e+36
14,-inf,inf,inf,3.929568e+36
15,-inf,inf,inf,3.929568e+36
16,-inf,inf,inf,3.929568e+36
17,-inf,inf,inf,3.929568e+36
18,-49.214867,200.86449,85.8094,0.46611676
19,-inf,inf,inf,3.929568e+36
20,-inf,inf,inf,3.929568e+36
21,-inf,inf,inf,3.929568e+36
22,-inf,inf,inf,3.929568e+36
23,-inf,inf,inf,3.929568e+36
24,-inf,inf,inf,3.929568e+36
25,-inf,inf,inf,3.929568e+36
26,-inf,inf,inf,3.929568e+36
27,-inf,inf,inf,3.929568e+36
28,-inf,inf,inf,3.929568e+36
29,-inf,inf,inf,3.929568e+36
30,-inf,inf,inf,3.929568e+36
31,-inf,inf,inf,3.929568e+36
32,-inf,inf,inf,3.929568e+36
33,-inf,inf,inf,3.929568e+36
34,-inf,inf,inf,3.929568e+36
35,-inf,inf,inf,3.929568e+36
36,-inf,inf,inf,3.929568e+36
37,-inf,inf,inf,3.929568e+36
38,-inf,inf,inf,3.929568e+36
39,-inf,inf,inf,3.929568e+36
40,-inf,inf,inf,3.929568e+36
41,-inf,inf,inf,3.929568e+36
42,-inf,inf,inf,3.929568e+36
43,-inf,inf,inf,3.929568e+36
44,-inf,inf,inf,3.929568e+36
45,-inf,inf,inf,3.929568e+36
46,-inf,inf,inf,3.929568e+36
47,-inf,inf,inf,3.929568e+36
48,-inf,inf,inf,3.929568e+36
49,-inf,inf,inf,3.929568e+36
